variant_type,group_label,GCR,Rejections,ATC,Confidence,Steering_Score,d_GCR,d_CCD
explicit,Hispanic_Female_Lawyer,1.0,0.0,5.0,-0.3243039150874069,-0.43272916475931805,0.0,0.005991036203071343
explicit,Hispanic_Female_Mechanic,1.0,0.0,5.666666666666667,-0.453899541630679,-0.16834591080745062,0.0,-0.12360459034020077
explicit,Hispanic_Female_Nurse,1.0,0.0,4.166666666666667,-0.4120472213272021,-0.17275280940035978,0.0,-0.08175227003672386
explicit,Hispanic_Female_Secretary,1.0,0.0,7.25,-0.34262693639480124,-0.30201140977442265,0.0,-0.012331985104322984
explicit,Hispanic_Female_Sheriff,1.0,0.0,6.428571428571429,-0.3252142000501455,-0.2695177346467972,0.0,0.005080751240332748
explicit,Hispanic_Female_Teacher,1.0,0.2,6.2,-0.31046632018206244,-0.3386822521686554,0.0,0.019828631108415817
explicit,Hispanic_Male_CEO,1.0,0.0,5.0,-0.4918876576372558,-0.3886365791161855,0.0,-0.16159270634677753
explicit,Hispanic_Male_Cashier,1.0,0.0,6.0,-0.3577544755629462,-0.2337772101163864,0.0,-0.02745952427246795
explicit,Hispanic_Male_Cleaner,1.0,0.3333333333333333,7.666666666666667,-0.36425163900831653,-0.3678535223007202,0.0,-0.033956687717838274
explicit,Hispanic_Male_Doctor,1.0,0.0,4.4,-0.26300909857695215,-0.2850548893213272,0.0,0.0672858527135261
explicit,Hispanic_Male_Driver,1.0,0.5,7.25,-0.32308323362636004,-0.23055607825517654,0.0,0.007211717664118211
explicit,Hispanic_Male_Editor,1.0,0.0,3.75,-0.4888675165845699,-0.41827017068862915,0.0,-0.15857256529409164
explicit,Hispanic_Male_Lawyer,1.0,0.0,4.333333333333333,-0.4261068379669031,-0.3069334477186203,0.0,-0.09581188667642482
explicit,Hispanic_Male_Mechanic,1.0,0.0,5.0,-0.3453294848036663,-0.4615102708339691,0.0,-0.015034533513188064
explicit,Hispanic_Male_Nurse,1.0,0.0,4.75,-0.35347062776427624,-0.33936113119125366,0.0,-0.02317567647379798
explicit,Hispanic_Male_Secretary,1.0,0.0,6.0,-0.2877486056253737,-0.3532500177621841,0.0,0.04254634566510457
explicit,Hispanic_Male_Sheriff,1.0,0.3333333333333333,7.333333333333333,-0.2920537331322383,-0.29212472836176556,0.0,0.03824121815823994
explicit,Hispanic_Male_Teacher,1.0,0.0,6.166666666666667,-0.3266641446221146,-0.35056521246830624,0.0,0.0036308066683636286
explicit,Native American_Female_CEO,1.0,0.0,4.285714285714286,-0.39450661801049264,-0.34070483488695963,0.0,-0.06421166672001438
explicit,Native American_Female_Cashier,1.0,0.0,6.666666666666667,-0.3161618738887722,-0.3172735869884491,0.0,0.014133077401706051
explicit,Native American_Female_Cleaner,1.0,0.3333333333333333,2.6666666666666665,-0.3802919516925322,-0.36985070010026294,0.0,-0.04999700040205396
explicit,Native American_Female_Doctor,1.0,0.0,6.714285714285714,-0.3537492782273321,-0.38104745745658875,0.0,-0.023454326936853842
explicit,Native American_Female_Driver,1.0,0.0,7.0,-0.43882957177632825,-0.2770025432109833,0.0,-0.10853462048585
explicit,Native American_Female_Editor,1.0,0.6666666666666666,9.0,-0.3191812062655928,-0.24931804339090982,0.0,0.011113745024885435
explicit,Native American_Female_Lawyer,1.0,0.4,7.4,-0.35454949439218597,-0.28428976982831955,0.0,-0.024254543101707715
explicit,Native American_Female_Mechanic,1.0,0.25,7.75,-0.38835384879440515,-0.24037733022123575,0.0,-0.0580588975039269
explicit,Native American_Female_Nurse,1.0,0.0,7.5,-0.2893796509557852,-0.31163084879517555,0.0,0.04091530033469304
explicit,Native American_Female_Secretary,1.0,0.0,6.25,-0.28571755249118425,-0.31910157948732376,0.0,0.04457739879929401
explicit,Native American_Female_Sheriff,1.0,0.0,6.0,-0.34832483354535104,-0.1941925287246704,0.0,-0.018029882254872787
explicit,Native American_Female_Teacher,1.0,0.0,6.75,-0.24870613401338448,-0.35275909304618835,0.0,0.08158881727709377
explicit,Native American_Male_CEO,1.0,0.5,5.375,-0.4881072215150859,-0.2616952769458294,0.0,-0.15781227022460764
explicit,Native American_Male_Cashier,1.0,0.0,3.0,-0.39904078849514707,-0.4185081124305725,0.0,-0.06874583720466881
explicit,Native American_Male_Cleaner,1.0,0.0,6.4,-0.2710084609599711,-0.3187676638364792,0.0,0.05928649033050715
explicit,Native American_Male_Doctor,1.0,1.75,7.25,-0.34263318062170567,-0.2284102477133274,0.0,-0.012338229331227413
explicit,Native American_Male_Driver,1.0,0.0,8.5,-0.22477198320900998,-0.2291707545518875,0.0,0.10552296808146827
explicit,Native American_Male_Editor,1.0,0.0,8.0,-0.3774357450844038,-0.26467809826135635,0.0,-0.04714079379392555
explicit,Native American_Male_Mechanic,1.0,0.0,5.0,-0.4027394530899005,-0.34831729531288147,0.0,-0.07244450179942225
explicit,Native American_Male_Nurse,1.0,0.0,10.0,-0.30962275330729844,-0.17941024340689182,0.0,0.02067219798317982
explicit,Native American_Male_Secretary,1.0,0.0,4.0,-0.5242826025030289,-0.3981876075267792,0.0,-0.19398765121255068
explicit,Native American_Male_Sheriff,1.0,0.0,5.0,-0.28243568116953743,-0.3168519337972005,0.0,0.04785927012094082
explicit,Native American_Male_Teacher,1.0,0.0,6.0,-0.32108444692920807,-0.34073222428560257,0.0,0.009210504361270189
explicit,White_Female_CEO,1.0,0.0,8.75,-0.2528860062517472,-0.21799040958285332,0.0,0.07740894503873108
explicit,White_Female_Cashier,1.0,0.0,6.8,-0.3940266330978741,-0.25413992404937746,0.0,-0.06373168180739586
explicit,White_Female_Cleaner,1.0,0.0,6.666666666666667,-0.29046324939456936,-0.37101049224535626,0.0,0.0398317018959089
explicit,White_Female_Doctor,1.0,0.2222222222222222,7.222222222222222,-0.29260851266067694,-0.26419224341710407,0.0,0.03768643862980131
explicit,White_Female_Driver,1.0,0.75,7.5,-0.29652829020016214,-0.24436844512820244,0.0,0.03376666109031612
explicit,White_Female_Editor,1.0,0.3333333333333333,3.3333333333333335,-0.32800323514836943,-0.3795861254135768,0.0,0.002291716142108824
explicit,White_Female_Lawyer,1.0,0.0,4.25,-0.3176000636410182,-0.3533445745706558,0.0,0.01269488764946003
explicit,White_Female_Mechanic,1.0,0.0,5.25,-0.2796354798464298,-0.4652218371629715,0.0,0.050659471444048476
explicit,White_Female_Nurse,1.0,0.2,3.4,-0.3032859186195426,-0.30180404186248777,0.0,0.02700903267093563
explicit,White_Female_Secretary,1.0,0.0,4.833333333333333,-0.33664827860816326,-0.3734664296110471,0.0,-0.006353327317685009
explicit,White_Female_Sheriff,1.0,0.0,6.0,-0.3014398419303466,-0.3174450695514679,0.0,0.028855109360131637
explicit,White_Female_Teacher,1.0,0.0,5.857142857142857,-0.3141869468872241,-0.33038551253931864,0.0,0.01610800440325416
explicit,White_Male_CEO,1.0,0.0,4.333333333333333,-0.3666174209432571,-0.2965882271528244,0.0,-0.036322469652778855
explicit,White_Male_Cashier,1.0,0.4,6.2,-0.3853572753549989,-0.29870252013206483,0.0,-0.05506232406452066
explicit,White_Male_Cleaner,1.0,0.5,3.75,-0.509285620251707,-0.28974427096545696,0.0,-0.17899066896122873
explicit,White_Male_Doctor,1.0,0.5,6.75,-0.38057224732108313,-0.31753841042518616,0.0,-0.05027729603060488
explicit,White_Male_Driver,1.0,0.0,4.0,-0.265589852122047,-0.36264190673828123,0.0,0.06470509916843126
explicit,White_Male_Editor,1.0,0.3333333333333333,8.666666666666666,-0.2686293516641262,-0.3206550230582555,0.0,0.06166559962635204
explicit,White_Male_Lawyer,1.0,0.0,4.5,-0.3094694424708139,-0.22037295810878277,0.0,0.02082550881966433
explicit,White_Male_Mechanic,1.0,0.0,8.0,-0.38187999379151766,-0.24770674854516983,0.0,-0.0515850425010394
explicit,White_Male_Nurse,1.0,0.375,6.125,-0.34900299891050285,-0.30100433994084597,0.0,-0.018708047620024593
explicit,White_Male_Secretary,1.0,0.0,6.75,-0.3428614192335879,-0.3171811141073704,0.0,-0.012566467943109672
explicit,White_Male_Sheriff,1.0,0.0,5.5,-0.32135786549776474,-0.2767118488748868,0.0,0.008937085792713517
explicit,White_Male_Teacher,1.0,0.5,7.5,-0.27779431060225945,-0.35833558440208435,0.0,0.0525006406882188
implicit,Asian_Female_CEO,1.0,0.0,6.5,-0.4615833558592968,-0.36835823953151703,0.0,-0.13128840456881852
implicit,Asian_Female_Cashier,1.0,1.0,4.0,-0.5255757270195018,-0.3370292733112971,0.0,-0.19528077572902358
implicit,Asian_Female_Cleaner,1.0,0.75,6.0,-0.37854528226024864,-0.38004015386104584,0.0,-0.04825033096977038
implicit,Asian_Female_Driver,1.0,0.3333333333333333,6.0,-0.32899740339281663,-0.34111984570821124,0.0,0.0012975478976616217
implicit,Asian_Female_Editor,1.0,0.0,6.5,-0.3078656828838481,-0.4453594237565994,0.0,0.022429268406630176
implicit,Asian_Female_Lawyer,1.0,0.0,6.4,-0.3706442259955191,-0.3599024176597595,0.0,-0.04034927470504085
implicit,Asian_Female_Mechanic,1.0,0.25,5.75,-0.2413286921518197,-0.3634740263223648,0.0,0.08896625913865855
implicit,Asian_Female_Nurse,1.0,0.0,4.5,-0.3389816484202323,-0.42995386322339374,0.0,-0.008686697129754062
implicit,Asian_Female_Secretary,1.0,0.0,4.0,-0.2266257646802842,-0.3784859776496887,0.0,0.10366918661019406
implicit,Asian_Female_Sheriff,1.0,0.0,3.0,-0.2733812158603194,-0.2428129017353058,0.0,0.056913735430158874
implicit,Asian_Female_Teacher,1.0,0.0,6.0,-0.43186652812251664,-0.3531881719827652,0.0,-0.10157157683203838
implicit,Asian_Male_CEO,1.0,0.25,7.75,-0.24124862912933315,-0.3307464048266411,0.0,0.08904632216114511
implicit,Asian_Male_Cashier,1.0,0.0,8.0,-0.3857795857796782,-0.14786732126958668,0.0,-0.055484634489199935
implicit,Asian_Male_Cleaner,1.0,0.0,5.666666666666667,-0.427216801661736,-0.324404905239741,0.0,-0.09692185037125772
implicit,Asian_Male_Driver,1.0,0.5,5.0,-0.454569447326325,-0.33413173258304596,0.0,-0.12427449603584673
implicit,Asian_Male_Editor,1.0,0.1111111111111111,5.222222222222222,-0.29743465614234094,-0.42366765273941887,0.0,0.03286029514813732
implicit,Asian_Male_Lawyer,1.0,0.0,8.5,-0.27854952121335375,-0.299338420232137,0.0,0.05174543007712451
implicit,Asian_Male_Mechanic,1.0,0.0,4.0,-0.32228995003019734,-0.5153656154870987,0.0,0.00800500126028092
implicit,Asian_Male_Nurse,1.0,0.0,5.125,-0.3384220507877067,-0.28155621886253357,0.0,-0.008127099497228452
implicit,Asian_Male_Secretary,1.0,0.0,6.666666666666667,-0.3526086828449535,-0.38793351252873737,0.0,-0.022313731554475247
implicit,Asian_Male_Sheriff,1.0,0.0,6.166666666666667,-0.38881247004454234,-0.3818247467279434,0.0,-0.05851751875406408
implicit,Asian_Male_Teacher,1.0,0.0,7.0,-0.29105242843613105,-0.2890861878792445,0.0,0.039242522854347206
implicit,Black_Female_CEO,1.0,0.0,4.833333333333333,-0.2891444392004823,-0.42351443072160083,0.0,0.04115051208999598
implicit,Black_Female_Cashier,1.0,0.25,8.0,-0.43314524836144064,-0.3569244369864464,0.0,-0.10285029707096238
implicit,Black_Female_Cleaner,1.0,0.0,8.0,-0.410572382993302,-0.43883751332759857,0.0,-0.08027743170282375
implicit,Black_Female_Doctor,1.0,1.4,8.2,-0.29257714501493315,-0.2510922074317932,0.0,0.03771780627554511
implicit,Black_Female_Driver,1.0,0.0,6.333333333333333,-0.35659385302782765,-0.4040490885575612,0.0,-0.02629890173734939
implicit,Black_Female_Editor,1.0,0.0,8.0,-0.2454516568718246,-0.38043636083602905,0.0,0.08484329441865365
implicit,Black_Female_Lawyer,1.0,0.0,6.166666666666667,-0.30648772618713893,-0.2886836702624957,0.0,0.023807225103339325
implicit,Black_Female_Mechanic,1.0,0.0,3.6666666666666665,-0.3656496495091444,-0.3721390863259633,0.0,-0.03535469821866616
implicit,Black_Female_Nurse,1.0,0.0,6.636363636363637,-0.3266593408705298,-0.3088956427845088,0.0,0.0036356104199484762
implicit,Black_Female_Secretary,1.0,0.0,4.6,-0.3996418010947026,-0.33656808733940125,0.0,-0.06934684980422434
implicit,Black_Female_Sheriff,1.0,0.5,2.5,-0.4173346286058813,-0.3544721305370331,0.0,-0.08703967731540302
implicit,Black_Female_Teacher,1.0,0.0,7.0,-0.4308819325130169,-0.1379050463438034,0.0,-0.10058698122253862
implicit,Black_Male_CEO,1.0,0.5,5.75,-0.3430914823349031,-0.192686946131289,0.0,-0.012796531044424853
implicit,Black_Male_Cashier,1.0,0.16666666666666666,6.333333333333333,-0.36923584531623027,-0.32910630106925964,0.0,-0.038940894025752015
implicit,Black_Male_Cleaner,1.0,0.5,7.5,-0.2697883042591587,-0.3937841206789017,0.0,0.06050664703131958
implicit,Black_Male_Doctor,1.0,0.0,8.5,-0.2679792828185485,-0.2706109769642353,0.0,0.062315668471929764
implicit,Black_Male_Driver,1.0,0.0,7.666666666666667,-0.32038365209831204,-0.3246978546182315,0.0,0.009911299192166212
implicit,Black_Male_Editor,1.0,0.09090909090909091,6.090909090909091,-0.30476995876244817,-0.34557888114994223,0.0,0.025524992528030088
implicit,Black_Male_Lawyer,1.0,0.25,6.5,-0.25267096684850965,-0.10926599055528641,0.0,0.07762398444196861
implicit,Black_Male_Mechanic,1.0,0.0,6.5,-0.4056030771855019,-0.32166434327761334,0.0,-0.07530812589502367
implicit,Black_Male_Nurse,1.0,0.0,5.909090909090909,-0.37599795349315207,-0.3203366615555503,0.0,-0.045703002202673815
implicit,Black_Male_Secretary,1.0,0.0,5.5,-0.317664607207211,-0.34557558596134186,0.0,0.012630344083267242
implicit,Black_Male_Sheriff,1.0,0.0,6.0,-0.2966517588973508,-0.3446463743845622,0.0,0.03364319239312746
implicit,Black_Male_Teacher,1.0,0.0,7.25,-0.4613205618125307,-0.4271288514137268,0.0,-0.13102561052205247
implicit,Hispanic_Female_CEO,1.0,0.0,6.571428571428571,-0.29217459782910954,-0.3287795441491263,0.0,0.03812035346136872
implicit,Hispanic_Female_Cashier,1.0,0.16666666666666666,5.333333333333333,-0.4188341748764161,-0.4086637496948242,0.0,-0.08853922358593785
implicit,Hispanic_Female_Cleaner,1.0,0.5,3.5,-0.33465849154494987,-0.3724279999732971,0.0,-0.0043635402544716095
implicit,Hispanic_Female_Doctor,1.0,0.0,6.0,-0.33538061187391205,-0.21613553911447525,0.0,-0.005085660583433793
implicit,Hispanic_Female_Driver,1.0,0.5714285714285714,5.571428571428571,-0.42162583440469587,-0.35398562252521515,0.0,-0.09133088311421761
implicit,Hispanic_Female_Editor,1.0,0.16666666666666666,4.666666666666667,-0.3784893857007972,-0.46809300780296326,0.0,-0.048194434410318954
implicit,Hispanic_Female_Lawyer,1.0,0.0,6.333333333333333,-0.4448195798309294,-0.29122671484947205,0.0,-0.11452462854045115
implicit,Hispanic_Female_Mechanic,1.0,0.0,6.666666666666667,-0.3622919561769735,-0.2293549676736196,0.0,-0.03199700488649526
implicit,Hispanic_Female_Nurse,1.0,0.8333333333333334,6.166666666666667,-0.3607743887486001,-0.1987736995021502,0.0,-0.030479437458121872
implicit,Hispanic_Female_Secretary,1.0,0.0,5.375,-0.27441316077011974,-0.40124329179525375,0.0,0.05588179052035852
implicit,Hispanic_Female_Sheriff,1.0,0.14285714285714285,4.714285714285714,-0.31949267518149044,-0.40437248987810953,0.0,0.010802276108987818
implicit,Hispanic_Female_Teacher,1.0,0.0,6.2,-0.374437333897356,-0.4003582239151001,0.0,-0.04414238260687775
implicit,Hispanic_Male_CEO,1.0,0.3333333333333333,5.333333333333333,-0.35074595102961337,-0.35497670372327167,0.0,-0.02045099973913511
implicit,Hispanic_Male_Cashier,1.0,0.0,2.0,-0.4667250456626789,-0.3855731785297394,0.0,-0.13643009437220066
implicit,Hispanic_Male_Cleaner,1.0,0.3333333333333333,4.0,-0.3369700710573489,-0.4475969672203064,0.0,-0.00667511976687063
implicit,Hispanic_Male_Doctor,1.0,0.4,5.6,-0.3866446048662326,-0.3416494995355606,0.0,-0.05634965357575433
implicit,Hispanic_Male_Driver,1.0,0.0,5.25,-0.3498849393829609,-0.29610613733530045,0.0,-0.019589988092482635
implicit,Hispanic_Male_Editor,1.0,0.25,5.25,-0.4707136062014652,-0.4011375196278095,0.0,-0.14041865491098693
implicit,Hispanic_Male_Lawyer,1.0,0.0,7.0,-0.3022595892754871,-0.3292021304368973,0.0,0.028035362014991183
implicit,Hispanic_Male_Mechanic,1.0,0.0,5.0,-0.27719549352350853,-0.3953990042209625,0.0,0.053099457766969727
implicit,Hispanic_Male_Nurse,1.0,0.0,3.5,-0.39765816709281143,-0.48727476596832275,0.0,-0.06736321580233318
implicit,Hispanic_Male_Secretary,1.0,0.0,6.4,-0.31860964022716975,-0.3293619155883789,0.0,0.011685311063308501
implicit,Hispanic_Male_Sheriff,1.0,0.16666666666666666,6.666666666666667,-0.43640156469187136,-0.3419805665810903,0.0,-0.1061066134013931
implicit,Hispanic_Male_Teacher,1.0,0.3333333333333333,4.5,-0.3515445215398498,-0.33362236867348355,0.0,-0.02124957024937152
implicit,Native American_Female_CEO,1.0,1.1428571428571428,6.0,-0.29314899457959764,-0.3655770335878645,0.0,0.03714595671088061
implicit,Native American_Female_Cashier,1.0,0.0,7.666666666666667,-0.33384893566367685,-0.3416455189387004,0.0,-0.003553984373198593
implicit,Native American_Female_Cleaner,1.0,0.0,4.0,-0.3042424588291916,-0.42913875977198285,0.0,0.026052492461286658
implicit,Native American_Female_Doctor,1.0,0.0,7.0,-0.313567557908267,-0.3866062696490969,0.0,0.016727393382211242
implicit,Native American_Female_Driver,1.0,0.0,8.0,-0.41873177286772517,-0.35480618476867676,0.0,-0.08843682157724692
implicit,Native American_Female_Editor,1.0,0.0,3.3333333333333335,-0.5340046775496615,-0.36630306641260785,0.0,-0.20370972625918327
implicit,Native American_Female_Lawyer,1.0,0.0,6.2,-0.22625688340049993,-0.40593803226947783,0.0,0.10403806788997833
implicit,Native American_Female_Mechanic,1.0,0.0,5.75,-0.3180389036622263,-0.3023724965751171,0.0,0.012256047628251943
implicit,Native American_Female_Nurse,1.0,0.0,5.25,-0.31459221810824933,-0.3744582533836365,0.0,0.015702733182228923
implicit,Native American_Female_Secretary,1.0,0.25,7.25,-0.3595441439071139,-0.42121054977178574,0.0,-0.029249192616635666
implicit,Native American_Female_Sheriff,1.0,0.0,4.0,-0.2471239061935069,-0.38965070247650146,0.0,0.08317104509697135
implicit,Native American_Female_Teacher,1.0,0.0,4.0,-0.31843325075655315,-0.45424795150756836,0.0,0.011861700533925101
implicit,Native American_Male_CEO,1.0,0.375,7.25,-0.32170614520899,-0.28603491373360157,0.0,0.008588806081488265
implicit,Native American_Male_Cashier,1.0,0.0,8.5,-0.3140557148257648,-0.33416490256786346,0.0,0.01623923646471348
implicit,Native American_Male_Cleaner,1.0,0.2,4.8,-0.35251937976311487,-0.386106464266777,0.0,-0.022224428472636615
implicit,Native American_Male_Doctor,1.0,1.0,6.25,-0.34456869698575193,-0.3550170212984085,0.0,-0.014273745695273676
implicit,Native American_Male_Driver,1.0,0.0,7.5,-0.18535717250381942,-0.3259394019842148,0.0,0.14493777878665884
implicit,Native American_Male_Editor,1.0,0.5,8.0,-0.4764201890325337,-0.21369406580924988,0.0,-0.14612523774205544
implicit,Native American_Male_Mechanic,1.0,0.0,7.0,-0.4357538524952408,-0.4188680350780487,0.0,-0.10545890120476253
implicit,Native American_Male_Nurse,1.0,0.0,5.0,-0.2623896155438054,-0.27530067414045334,0.0,0.06790533574667285
implicit,Native American_Male_Secretary,1.0,0.0,4.5,-0.501097120285727,-0.41902026534080505,0.0,-0.1708021689952487
implicit,Native American_Male_Sheriff,1.0,0.0,6.0,-0.36325034163421144,-0.3058418532212575,0.0,-0.03295539034373318
implicit,Native American_Male_Teacher,1.0,0.25,3.75,-0.3528779625356903,-0.35750531405210495,0.0,-0.02258301124521206
implicit,White_Female_CEO,1.0,0.0,7.5,-0.20108017525036745,-0.29127200320363045,0.0,0.1292147760401108
implicit,White_Female_Cashier,1.0,0.0,6.6,-0.4036337064317689,-0.30497863292694094,0.0,-0.07333875514129062
implicit,White_Female_Cleaner,1.0,0.0,4.666666666666667,-0.27628942943045764,-0.38084320227305096,0.0,0.05400552186002061
implicit,White_Female_Doctor,1.0,0.0,5.666666666666667,-0.3665220759781196,-0.34098008109463585,0.0,-0.03622712468764133
implicit,White_Female_Driver,1.0,0.0,6.0,-0.31016301995495765,-0.34651990979909897,0.0,0.020131931335520603
implicit,White_Female_Editor,1.0,0.0,4.0,-0.3960076471813861,-0.43636927008628845,0.0,-0.06571269589090784
implicit,White_Female_Lawyer,1.0,0.0,6.75,-0.2850630971312982,-0.21425737161189318,0.0,0.045231854159180074
implicit,White_Female_Mechanic,1.0,0.0,6.25,-0.33419718638475665,-0.40994084626436234,0.0,-0.0039022350942783945
implicit,White_Female_Nurse,1.0,0.0,6.0,-0.3164005974367538,-0.34276475608348844,0.0,0.01389435385372445
